"cellcode","frac_1","frac_2","frac_3","frac_4","frac_5","frac_6","frac_7","frac_8","frac_9","frac_10","frac_11","frac_12","frac_13","frac_14","frac_15","frac_16","frac_17","frac_18","frac_19","frac_20","frac_21","frac_22","frac_23","frac_24","frac_25","frac_26","frac_27","frac_28","frac_29","frac_30","frac_31","frac_32","frac_33","frac_34","frac_35","frac_36","frac_37","frac_38","frac_39","frac_40","frac_41","frac_42","frac_43","frac_44","frac_48","frac_128"
"50kmE360N260",0,0.0117640001699328,0.00183199997991323,0,0,0,0.00119199999608099,0,0,0,0.00015999999595806,0.26665198802948,0,0,0,0,0,0.37525200843811,0,0.185412004590034,0.0342519991099834,0,0.0976959988474846,0.00520800007507205,0.00590799981728196,0,0.00813999958336353,0,0.00115200004074723,0,0,0,0,0,0,0,0,0,0,0.00364000000990927,0.00173999997787178,0,0,0,0,0
"50kmE365N260",0,0.0163039993494749,0.00124000001233071,0.000172000000020489,0,0,0.000788000004831702,0,0,0,0.000232000005780719,0.0944880023598671,0,0,0,0,0,0.425931990146637,0,0.238803997635841,0.0688280016183853,0,0.135987997055054,0.00295599992386997,0.00841199979186058,0,0.00109599996358156,0,0.00127200002316386,0,0,0,0,0,0,0,0,0,0,0.000300000014249235,0.00318800006061792,0,0,0,0,0
"50kmE370N260",0.000132000001030974,0.0170040000230074,0.00138799997512251,0.000356000004103407,0,0.000180000002728775,0.000807999982498586,0,0,0,0.000676000025123358,0.173531994223595,0,0,0.000579999992623925,0,0,0.489520013332367,0,0.165491998195648,0.0540760010480881,0,0.0798519998788834,0.0062279999256134,0.00735600013285875,0,0.000411999993957579,0,0.000996000017039478,0,0,0,0,0,0,0,0,0,0,0,0.00141200004145503,0,0,0,0,0
"50kmE375N260",0.000536000006832182,0.0235040001571178,0.00429200008511543,0.000872000004164875,0,3.60000012733508e-05,0.00028000000747852,0,0,0,0.00132000003941357,0.111227996647358,0,0,0,0.000188000005437061,0,0.569351971149445,0,0.105627998709679,0.0235639996826649,0,0.128831997513771,0.00719199981540442,0.00966800004243851,0,0.000167999998666346,0,0.0093599995598197,0,0,0,0,0,0,0,0,0,0,0.000888000009581447,0.00309200002811849,0,0,0,0,0
"50kmE380N260",0,0.0256799999624491,0.00384399993345141,0.000344000000040978,0,0.000411999993957579,0.0006520000169985,0.000103999998827931,0,0,0.00248800008557737,0.204531997442245,0,0,0.000996000017039478,0.000103999998827931,0,0.483343988656998,0,0.0806759968400002,0.025696000084281,0,0.134524002671242,0.00697200000286102,0.00872000027447939,0,0.000419999996665865,0,0.00885200034826994,0,0,0,0,0,0.000103999998827931,0,0,0,0,0.00899599958211184,0.00254000001586974,0,0,0,0,0
"50kmE385N260",0.000395999988541007,0.0350599996745586,0.00738399988040328,0.00120800000149757,0,0.00114800001028925,0.00036000000545755,0,0,0.000771999999415129,0.00211200001649559,0.0144400000572205,0,0,0,0,0,0.615916013717651,0,0.121448002755642,0.0232239998877048,0,0.115436002612114,0.0285119991749525,0.0224760007113218,0,0.000807999982498586,0,0.00196800008416176,0,0,0,0,0,0,0,0,0,0,0.00293199997395277,0.00439999997615814,0,0,0,0,0
"50kmE390N260",0.000500000023748726,0.0490199998021126,0.00576800014823675,0.000688000000081956,0,0,0.000951999973040074,0.000144000005093403,0,0,0.00219999998807907,0.181360006332397,0,0,0.0265640001744032,0,0,0.303883999586105,0,0.159924000501633,0.022732000797987,0,0.218199998140335,0.00795200001448393,0.0050760000012815,0.000456000008853152,0.00266800005920231,0,0.00397199997678399,0,0,0,0,0,0.000136000002385117,0,0,0,0,0.00631200009956956,0.00149199995212257,0,0,0,0,0
"50kmE395N260",0.000563999987207353,0.0402599982917309,0.00325200008228421,0.00162400002591312,0,0,0.000615999975707382,0.000127999999676831,0,0,0.00112399994395673,0.170644000172615,0,0,0.0049200002104044,0.000136000002385117,0,0.204796001315117,0,0.177036002278328,0.0513719990849495,0,0.233628004789352,0.04322399944067,0.0430720001459122,0.00449200021103024,0.00298000010661781,0,0.00637600012123585,0,0,0,0,0,0.000907999987248331,0,0,0,0,0,0.00884800031781197,0,0,0,0,0
"50kmE400N260",0.000108000000182074,0.0322920009493828,0.00246399990282953,0,0,1.59999999596039e-05,0.00063999998383224,0,0,0,0.00171999994199723,0.0802399963140488,0,0,0.00545200007036328,0.000939999998081475,0,0.193892002105713,0,0.0402639992535114,0.033220000565052,0,0.076884001493454,0.314195990562439,0.138807997107506,0.0360199995338917,0.00011600000289036,0,0.00925599969923496,0,0,0,0,0,0.0149959996342659,0.00297600007615983,0,0,0,0,0.0154999997466803,0,0,0,0,0
"50kmE405N260",0.00183600001037121,0.0761919990181923,0.00825599953532219,0.000415999995311722,0,0.000956000003498048,0.000500000023748726,0,0.00011600000289036,0.00118799996562302,0.00288800010457635,0.439060002565384,0,0,0.00550400000065565,7.20000025467016e-05,0,0.0612040013074875,0,0.00877199973911047,0.0310839992016554,0,0.0309640001505613,0.0624839998781681,0.137084007263184,0.0208759997040033,0.000536000006832182,0,0.00680000009015203,0,0,0.00101600005291402,0,0,0.00245600007474422,0,0,0,0,0,0.0997399985790253,0,0,0,0,0
"50kmE410N260",0.000584000023081899,0.052972000092268,0.00449200021103024,0,0,0.000891999981831759,0.000243999995291233,0.000103999998827931,0,0,0.000615999975707382,0.165772005915642,0,0,0,0,0,0.162543997168541,0,0.0480760000646114,0.0245559997856617,0,0.00623599998652935,0.168111994862556,0.0992240011692047,0.135480001568794,0.0228199996054173,0,0.049260001629591,0.000331999995978549,0.0120679996907711,0.0267120003700256,0,0.000728000013623387,0.000628000008873641,0,0,0,0,0,0.0175480004400015,0,0,0,0,0
"50kmE415N260",0.000127999999676831,0.0147799998521805,0.000560000014957041,0.000151999993249774,0,0.00100799999199808,0,0,0.000112000001536217,0,0.000752000021748245,0.011807999573648,0,0,0,0,0,0.103476002812386,0,0.0319680012762547,0.00591999990865588,0,0.0121039999648929,0.185144007205963,0.0687199980020523,0.162248000502586,0.0462960004806519,0,0.0455759987235069,0,0.114908002316952,0.0719320029020309,0,0.0990400016307831,0.00011600000289036,0,0,0,0,0,0.0232519991695881,0,0,0,0,0
"50kmE420N260",0,0.00846000015735626,0.000984000042080879,0.000391999987186864,0,0.000419999996665865,0,0,0,0,0.000243999995291233,0.00238399999216199,0,0,0,0.000364000006811693,0,0.0515200011432171,0,0.00112000002991408,0.00737599981948733,0,0.0126200001686811,0.0978560000658035,0.0488400012254715,0.229543998837471,0.0856119990348816,0,0.0283760000020266,0.000272000004770234,0.221916005015373,0.157276004552841,0,0.0336919985711575,9.99999974737875e-05,0,0,0,0,0,0.0106319999322295,0,0,0,0,0
"50kmE425N260",0.000211999999010004,0.0179479997605085,0.00261200009845197,0,0,0,0,0,0,0,0.000707999977748841,0.0122400000691414,0,0,0.000127999999676831,0,0,0.11150000244379,0,0,0.0103519996628165,0,0.0121520003303885,0.225771993398666,0.0584440007805824,0.203912004828453,0.111100003123283,0,0.0380240008234978,0,0.116204001009464,0.0747240036725998,0,0.00205200002528727,0.00014000000373926,0,0,0,0,0.000151999993249774,0.00162400002591312,0,0,0,0,0
"50kmE430N260",0,0.00775199988856912,0.00011600000289036,0,0,0.000736000016331673,0,0,0,0,0.00128399999812245,0.000444000004790723,0,0,0,0,0,0.050755999982357,0,0,0.00327200000174344,0,0.0011399999493733,0.147464007139206,0.00353599991649389,0.20490400493145,0.100391998887062,0,0.027403999119997,0,0.237867996096611,0.196595996618271,0,0.0103759998455644,0.00135200005024672,0,0,0,0,0,0.0046080001629889,0,0,0,0,0
"50kmE435N260",0,0.00562800001353025,0.000544000009540468,0,0,0,0.000112000001536217,0,0,0,0.00320399994961917,0.00452800001949072,0,0,0,0.022027999162674,0,0.0466880016028881,0,0.00267999991774559,0.00875999964773655,0,0.00144799996633083,0.224511995911598,0.00239600008353591,0.0975200012326241,0.0189399998635054,0,0.0533600002527237,0.00011600000289036,0.216532006859779,0.224723994731903,0,0.0610000006854534,0.00036000000545755,0,0,0,0,0,0.0049200002104044,0,0,0,0,0
"50kmE470N260",0.000268000003416091,0.0276280008256435,0.0028800000436604,0.000364000006811693,0,0,0.00140399998053908,0,0.000148000006447546,0,0.0026159998960793,0.0441199988126755,0,0,0.0153999999165535,0.00083999999333173,0,0.125975996255875,0,0.0595000013709068,0.06649199873209,0,0.100060001015663,0.281008005142212,0.244847998023033,0.0121160000562668,0.00161999999545515,0,0.00612000003457069,0,0,0.000188000005437061,0,0,0,0,0,0,0,0.00510400021448731,0.00130000000353903,0,0,0,0,0
"50kmE335N265",0,0.00120800000149757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155999994603917,0,0,0,0.000211999999010004,0,0.000415999995311722,0.0021959999576211,0,0,0,0,0,0,0,0,0,0,0,0.000660000019706786,0,0,0,0,0.49549999833107,0,0.499651998281479
"50kmE340N265",0.00104000000283122,0.0545319989323616,0.00632800022140145,0.00100000004749745,0.000264000002061948,0.000232000005780719,0.000883999979123473,0,0,0.000163999997312203,0.00320799998007715,0.26554799079895,0,0,0,0.000228000004426576,0,0.108171999454498,0,0.079195998609066,0.0243239998817444,0,0.0102239996194839,0.0110680004581809,0.00343200005590916,0.000167999998666346,0.00296800001524389,0,0.000620000006165355,0.00192800001241267,0,0,0,0,0.000531999976374209,0,0.00851999968290329,0.00143599999137223,0.00666800001636147,0,0.00153200002387166,0,0.000707999977748841,0.404415994882584,0,0.000660000019706786
"50kmE345N265",5.60000007681083e-05,0.0485160015523434,0.00821600016206503,0.00141200004145503,0,0,0.00152000004891306,0,0,0,0.00161200005095452,0.469056010246277,0,0,0.00167599995620549,0.0006520000169985,0,0.184604004025459,0,0.189224004745483,0.0308159999549389,0,0.0468720011413097,0.00917199999094009,0.00240799994207919,0,0,0,0.000951999973040074,0,0,0,0,0,0,0,0,0,0,0,0.00323599996045232,0,0,0,0,0
"50kmE350N265",0.00011600000289036,0.0313879996538162,0.00421199994161725,0,0,0,0.00253199995495379,0.00014000000373926,0,0,0.000872000004164875,0.346388012170792,0,0,0,0.00342399999499321,0,0.257807999849319,0,0.267915993928909,0.0242240000516176,0,0.0518679991364479,0.00289199990220368,0.0031920000910759,0,0.000744000019039959,0,0.00022000000171829,0,0,0,0,0,0,0,0,0,0,0,0.00206399988383055,0,0,0,0,0
"50kmE355N265",0.000880000006873161,0.0508479997515678,0.008220000192523,0.00370000000111759,0,0.000731999985873699,0.00083999999333173,0,0,0.00125199998728931,0.00255999993532896,0.560667991638184,0,0,0.0027560000307858,0,0,0.0424639992415905,0,0.138651996850967,0.0160479992628098,0,0.100564002990723,0.0328520014882088,0.0297159999608994,0,0.00224000005982816,0,0.00405200012028217,0,0,0,0,0,0.000251999997999519,0,0,0,0,0.000216000000364147,0.000487999990582466,0,0,0,0,0
"50kmE360N265",0.000448000006144866,0.0212999992072582,0.00318400003015995,0.000356000004103407,0,9.99999974737875e-05,0.000199999994947575,0.000203999996301718,0,0.000136000002385117,0.000980000011622906,0.483171999454498,0,0,0.000112000001536217,0.000544000009540468,0,0.106108002364635,0,0.133643999695778,0.0318519994616508,0,0.111380003392696,0.0334799997508526,0.0498600006103516,0,0.00180800002999604,0,0.00471200002357364,0,0,0,0,0,0.000528000004123896,0,0,0,0,0.00547599978744984,0.0104160001501441,0,0,0,0,0
"50kmE365N265",0.00121999997645617,0.0191200003027916,0.00690399995073676,0,0,0.00164799997583032,0.00044000000343658,0,0,0.000339999998686835,0.00124400004278868,0.500191986560822,0,0,0.000127999999676831,0.000836000021081418,0,0.155100002884865,0,0.0542320013046265,0.0305679999291897,0,0.174856007099152,0.011672000400722,0.0106680002063513,0,0.00429200008511543,0,0.00392800010740757,0,0,0,0,0,0.00171600002795458,0,0,0,0,0,0.0208960007876158,0,0,0,0,0
"50kmE370N265",0.000951999973040074,0.0313440002501011,0.0092799998819828,0.000915999989956617,0,0.000568000017665327,0.000684000027831644,0,0,0.000356000004103407,0.00169599999208003,0.612619996070862,0,0,0.000272000004770234,9.60000033956021e-05,0,0.127667993307114,0,0.0254800003021955,0.0177960004657507,0,0.150672003626823,0.00365200010128319,0.00466400012373924,0,0.00186800002120435,0,0.0067560002207756,0,0,0,0,0,0.000148000006447546,0,0,0,0,0,0.00251200003549457,0,0,0,0,0
"50kmE375N265",0.000224000003072433,0.02700399979949,0.00356000009924173,0.000432000000728294,0,0.00210799998603761,0.000936000025831163,0,0,0,0.000944000028539449,0.44514000415802,0,0,0,0.000495999993290752,0,0.299100011587143,0,0.0264240000396967,0.0129159996286035,0,0.157340005040169,0.00225999997928739,0.00283999997191131,0,0.00424000015482306,0,0.00480799982324243,0.000108000000182074,0,0,0,0,0.000407999992603436,0,0,0,0,0.00619200011715293,0.00252000009641051,0,0,0,0,0
"50kmE380N265",0.000380000012228265,0.0193479992449284,0.00283599994145334,0.000515999970957637,0,0,0.00104400003328919,0,0.000260000000707805,0,0.00108800001908094,0.169548004865646,0,0,0,0,0,0.405203998088837,0,0.0304760001599789,0.00556800002232194,0,0.311031997203827,0.0239760000258684,0.0125240003690124,0,0.000472000014269724,0,0.00947200041264296,0.000103999998827931,0,0,0,0,0,0,0,0,0,0.00401999987661839,0.00213199993595481,0,0,0,0,0
"50kmE385N265",0.000356000004103407,0.012992000207305,0.000880000006873161,0,0,0,0.000755999993998557,0,0,0,0.0011399999493733,0.0232880003750324,0,0,0,0,0,0.476772010326385,0,0.0427919998764992,0.0227039996534586,0,0.255456000566483,0.10105200111866,0.0515239983797073,0,9.60000033956021e-05,0,0.00559599976986647,0,0,0,0,0,0,0,0,0,0,0,0.00459600007161498,0,0,0,0,0
"50kmE390N265",0.000251999997999519,0.040327999740839,0.00673600006848574,0.00233600009232759,0,0.00172800000291318,0.00198399997316301,0,0,0.000315999990561977,0.00145600002724677,0.278396010398865,0,0,0.0497200004756451,0.000108000000182074,0,0.222427994012833,0,0.0440480001270771,0.0213200002908707,0,0.282956004142761,0.0153440004214644,0.0055439998395741,0.00388800003565848,0.00327600003220141,0,0.0108279995620251,0,0,0,0,0,8.80000006873161e-05,0,0,0,0,0.00268799997866154,0.00423200009390712,0,0,0,0,0
"50kmE395N265",0.000372000009519979,0.0548119992017746,0.00572399981319904,0.00154399999883026,0.000255999999353662,0.00108800001908094,0.00153200002387166,0,0,0,0.000628000008873641,0.381635993719101,0,0,0.00455600023269653,0,0,0.110115997493267,0,0.0609439983963966,0.0184679999947548,0,0.319272011518478,0.00780399981886148,0.00325999991036952,0,0.000456000008853152,0,0.0119120003655553,0,0,0,0,0,0.000251999997999519,0,0,0,0,0.00953999999910593,0.00582800013944507,0,0,0,0,0
"50kmE400N265",0.00111599999945611,0.0549440011382103,0.00901199970394373,0.000791999977082014,0,0.000236000007134862,0.000823999987915158,0,0,0,0.00161200005095452,0.0708199962973595,0,0,0.000944000028539449,0.000768000027164817,0,0.213376000523567,0,0.153172001242638,0.0430480018258095,0,0.272475987672806,0.100676000118256,0.0496480017900467,0.0131040001288056,0.00183600001037121,0,0.00528000015765429,0,0,0,0,0,0.00250800000503659,0.000260000000707805,0,0,0,0.00253599998541176,0.00101200002245605,0,0,0,0,0
"50kmE405N265",0.000155999994603917,0.0393519997596741,0.00236400007270277,0,0,0,0.000119999996968545,0,0,0.000119999996968545,0.000395999988541007,0.104699999094009,0,0,0.00265599996782839,0,0,0.276412010192871,0,0.0899119973182678,0.0453720018267632,0,0.0923200026154518,0.151012003421783,0.134611994028091,0.00904799997806549,0.000112000001536217,0,0.00458399998024106,0,0,0,0,0,0.00252799992449582,0.000728000013623387,0,0,0,0.000387999985832721,0.0431080013513565,0,0,0,0,0
"50kmE410N265",0.00143599999137223,0.0942320004105568,0.00919600017368793,0.000780000002123415,0,0.000167999998666346,0.000847999996040016,0,0,0.000123999998322688,0.00197599991224706,0.334084004163742,0,0,0.00115599995478988,0.000807999982498586,0,0.0902720019221306,0,0.0296560004353523,0.0399320013821125,0,0.0540440008044243,0.0425640009343624,0.270159989595413,0.000688000000081956,0,0,0.00395199982449412,0,0,0,0,0,0.00103599997237325,0,0,0,0,0.00411600014194846,0.0187720004469156,0,0,0,0,0
"50kmE415N265",0.00117599999066442,0.107968002557755,0.0126000000163913,0.000356000004103407,0,0.00158399995416403,0.000247999996645376,0,0.000148000006447546,0.000288000010186806,0.00236400007270277,0.317887991666794,0,0,0,0.000260000000707805,0,0.0651080012321472,0,0.113123998045921,0.0274999998509884,0,0.0178440008312464,0.140928000211716,0.142775997519493,0.00560399983078241,0,0,0.0105640003457665,0,0,0.000872000004164875,0,0,0.000523999973665923,0,0,0,0,0.00117199996020645,0.0291039999574423,0,0,0,0,0
"50kmE420N265",0.0034640000667423,0.104496002197266,0.00825999956578016,0.00063999998383224,0,0.00120000005699694,0.000339999998686835,0,0,0.000339999998686835,0.00389200006611645,0.1474239975214,0,0,0.000148000006447546,0.000108000000182074,0,0.142363995313644,0,0.0733119994401932,0.0131559995934367,0,0.0290399994701147,0.0910800024867058,0.185420006513596,0.0550319999456406,0.00565600022673607,0,0.00875999964773655,0,0.0174039993435144,0.0102040003985167,0,0.000828000018373132,0.00765600008890033,0,0,0,0,0,0.0897760018706322,0,0,0,0,0
"50kmE425N265",0.000623999978415668,0.0670719966292381,0.00836800038814545,0.000568000017665327,0,0.000112000001536217,0.00028000000747852,0,0,0,0.00123199995141476,0.0706840008497238,0,0,0.00173999997787178,0.000112000001536217,0,0.211116001009941,0,0.00669999979436398,0.0103639997541904,0,0.0370559990406036,0.143759995698929,0.178540006279945,0.126747995615005,0.0488279983401299,0,0.0140319997444749,0,0.0188079997897148,0.0372759997844696,0,0.00028000000747852,0.00251200003549457,0,0,0,0,0.00279600010253489,0.0103919999673963,0,0,0,0,0
"50kmE430N265",0.000600000028498471,0.0271879993379116,0.00120800000149757,0.000315999990561977,0,0,0.000456000008853152,0.000148000006447546,0,0,0.00978800002485514,0.000967999978456646,0,0,0,0,0,0.052607998251915,0,0.00323199992999434,0.00118400005158037,0,0.0220960006117821,0.201808005571365,0.0988520011305809,0.346352010965347,0.0532200001180172,0,0.00193999998737127,0.000327999994624406,0.0503799989819527,0.121840000152588,0,0.000623999978415668,0.00251600006595254,0.000707999977748841,0,0,0,0,0.00164000003132969,0,0,0,0,0
"50kmE470N265",0.00271599995903671,0.0812560021877289,0.00771200004965067,0.000855999998748302,0,0.00134399998933077,0.00222399993799627,0.000948000000789762,0.000288000010186806,0.000536000006832182,0.00174400000832975,0.0850519984960556,0,0,0,0,0,0.13510000705719,0,0.105612002313137,0.0229599997401237,0,0.080435998737812,0.196375995874405,0.255364000797272,0.00932800024747849,0.00083999999333173,0,0.00660800002515316,0,0,0,0,0,0,0,0,0,0,0.000823999987915158,0.00187599996570498,0,0,0,0,0
"50kmE475N265",0.000292000011540949,0.0391599982976913,0.00282800011336803,0,0,0,0.000771999999415129,0,0,0,0.001587999984622,0.28219598531723,0,0,0.00171600002795458,0.00183199997991323,0,0.0189919993281364,0,0.20618399977684,0.0463920012116432,0,0.18350000679493,0.0251759998500347,0.187099993228912,0.000112000001536217,0,0,0.00108800001908094,0,0,0,0,0,0.000307999987853691,0,0,0,0,0,0.000763999996706843,0,0,0,0,0
"50kmE335N270",0,0.0103879999369383,0.000364000006811693,0,0.000119999996968545,0.000127999999676831,0,0,0,0,0.00120399997103959,0.00275200000032783,0,0,0,0,0,0.00182799994945526,0,0.00439999997615814,0.000247999996645376,0,0,0.00335999997332692,9.99999974737875e-05,0.00129199994262308,0.0021480000577867,0,0.000671999994665384,0.000984000042080879,0,0,0,0,0,0,0.000612000003457069,0.00479600019752979,0.0273119993507862,0,0,0,0,0.771803975105286,0,0.165488004684448
"50kmE340N270",0.000891999981831759,0.0751520022749901,0.0137080000713468,0.00127200002316386,0,0.000855999998748302,0.00225999997928739,0.00036000000545755,0.000119999996968545,0.000544000009540468,0.00582400010898709,0.277211993932724,0,0,0.0103200003504753,0,0,0.21993599832058,0,0.201875999569893,0.0160160008817911,0,0.0195119995623827,0.00680400012061,0.00231599994003773,0,0.00110800005495548,0,0.000376000010874122,0.000612000003457069,0,0,0,0,0.0310399997979403,0,0.00150799995753914,0,0.034876000136137,0.0029279999434948,0.00963199976831675,0,0,0.0629400014877319,0,0
"50kmE345N270",0.000243999995291233,0.0753040015697479,0.0164000000804663,0.000888000009581447,0,0.000216000000364147,0.00140399998053908,0.00014000000373926,0.00014000000373926,0.000576000020373613,0.00343600008636713,0.3855240046978,0,0,0.0585479997098446,0.00282400008291006,0,0.180355995893478,0,0.218960002064705,0.0211759991943836,0,0.0220120009034872,0.00284400000236928,0.00318400003015995,0.000356000004103407,0.000180000002728775,0,0,0,0,0,0,0,0.00191999995149672,0,0,0,0,0.00237599993124604,0.000991999986581504,0,0,0,0,0
"50kmE350N270",0.00022000000171829,0.0335440002381802,0.00520800007507205,0.000771999999415129,0,0,0.0015999999595806,0.000176000001374632,0,0,0.00166399998124689,0.394692003726959,0,0,0.0579920001327991,0.00337200006470084,0,0.178184002637863,0,0.22825600206852,0.0144480001181364,0,0.0502119995653629,0.0128359999507666,0.0117720002308488,0,0.000251999997999519,0,0.00163600000087172,0.000288000010186806,0,0,0,0,0.000103999998827931,0,0,0,0,0.000568000017665327,0.00220400001853704,0,0,0,0,0
"50kmE355N270",0.000536000006832182,0.0438000001013279,0.00617599999532104,0.000132000001030974,0,0.000331999995978549,0.000132000001030974,0,0,0,0.00388400000520051,0.359836012125015,0,0,0.0408239997923374,0.00541200023144484,0,0.0840480029582977,0,0.128728002309799,0.0283240005373955,0,0.175863996148109,0.0681160017848015,0.0247600004076958,0,0.00691200001165271,0,0.00772800017148256,0.00187999999616295,0,0,0,0,0,0,0,0,0,0.0110680004581809,0.00150799995753914,0,0,0,0,0
"50kmE360N270",0.000560000014957041,0.0730360001325607,0.0142679996788502,0.00553999980911613,0,0.00138000003062189,0.00014000000373926,0,0,0.00117599999066442,0.00306800007820129,0.47952800989151,0,0,0.0231640003621578,0.00364000000990927,0,0.0868479982018471,0,0.0684240013360977,0.0230679996311665,0,0.157039999961853,0.018783999606967,0.0195760000497103,9.20000020414591e-05,0.00350399990566075,0,0.00293600000441074,0.000612000003457069,0,0,0,0,0,0,0,0,0,0.0109799997881055,0.00263600004836917,0,0,0,0,0
"50kmE365N270",0.000264000002061948,0.030044000595808,0.00251200003549457,0.000331999995978549,0,0,0.00028000000747852,0.000119999996968545,0,0.000103999998827931,0.00190799997653812,0.378111988306046,0,0,0.0458960011601448,0.000368000008165836,0,0.0571120008826256,0,0.116619996726513,0.0668760016560555,0,0.222527995705605,0.0307080000638962,0.0353239998221397,0,0.000432000000728294,0,0.00270400010049343,0,0,0,0,0,0.00014000000373926,0,0,0,0,0.0033239999320358,0.00429200008511543,0,0,0,0,0
"50kmE370N270",0.000276000006124377,0.022859999909997,0.00366399995982647,0.00189600000157952,0,0,0.000296000012895092,0.000247999996645376,0,0.000348000001395121,0.00153200002387166,0.242252007126808,0,0,0.000904000014998019,0.00637200009077787,0,0.06267199665308,0,0.0327799990773201,0.0752160027623177,0,0.369091987609863,0.107015997171402,0.048360001295805,0,0.00212400010786951,0,0.0100560002028942,0,0,0,0,0,0.000348000001395121,0,0,0,0,0,0.0116879995912313,0,0,0,0,0
"50kmE375N270",0.00039999998989515,0.0220999997109175,0.00206000008620322,0.000103999998827931,0,0.000103999998827931,0,0,0,0.000132000001030974,0.000647999986540526,0.513220012187958,0,0,0.0200159996747971,0.00123199995141476,0,0.182127997279167,0,0.0290159992873669,0.0335199981927872,0,0.176052004098892,0.00564400013536215,0.00334800011478364,0,0.000148000006447546,0,0.00145600002724677,0.000912000017706305,0,0,0,0,0,0,0,0,0,0.00640399986878037,0.00135599996428937,0,0,0,0,0
"50kmE380N270",0.000144000005093403,0.0153799997642636,0.000595999998040497,0,0,0,0.000368000008165836,0,0,0,0.000276000006124377,0.403295993804932,0,0,9.60000033956021e-05,0,0,0.194820001721382,0,0.0105039998888969,0.0212919991463423,0,0.317099988460541,0.0179960001260042,0.00808800011873245,0,0.000432000000728294,0,0.00837200041860342,0,0,0,0,0,0,0,0,0,0,0,0.00124000001233071,0,0,0,0,0
"50kmE385N270",0.00023999999393709,0.016372000798583,0.00173200003337115,0,0,0.000148000006447546,0.00126399996224791,9.99999974737875e-05,0,0,0.000108000000182074,0.2534039914608,0,0,0.000264000002061948,0,0,0.320156008005142,0,0.0164880007505417,0.0268639996647835,0,0.252364009618759,0.0554520003497601,0.0410239994525909,0,0.000636000011581928,0,0.0104560004547238,0,0,0,0,0,0,0,0,0,0,0,0.0029279999434948,0,0,0,0,0
"50kmE390N270",0.000464000011561438,0.0248799994587898,0.00630000000819564,0.000747999991290271,0,0.000132000001030974,0.00105600000824779,0,0,0.000384000013582408,0.00150799995753914,0.381188005208969,0,0,0.000103999998827931,0.000192000006791204,0,0.16525200009346,0,0.0185320004820824,0.0133840003982186,0,0.344112008810043,0.0196599997580051,0.0162480007857084,0.00141599995549768,0.000823999987915158,0,0.00303200003691018,0,0,0,0,0,0,0,0,0,0,0,0.000584000023081899,0,0,0,0,0
"50kmE395N270",0,0.030052000656724,0.00321200001053512,0.000432000000728294,0,0.000560000014957041,0.000352000002749264,0.000268000003416091,0,0,0.000783999974373728,0.481296002864838,0,0,0.000151999993249774,0,0,0.126111999154091,0,0.0122199999168515,0.0132839996367693,0,0.279651999473572,0.0222120005637407,0.0158159993588924,0.000311999989207834,0.000539999979082495,0,0.00567199988290668,0,0,0,0,0,0.000203999996301718,0,0,0,0,0.00306800007820129,0.00380000006407499,0,0,0,0,0
"50kmE400N270",0.000247999996645376,0.0300120003521442,0.00267599988728762,0.0010039999615401,0,0.00187599996570498,0.000528000004123896,0.000327999994624406,0,0,0.000796000007539988,0.216064006090164,0,0,0,0.000923999992664903,0,0.184900000691414,0,0.113668002188206,0.0305039994418621,0,0.36379200220108,0.0134680001065135,0.0182520002126694,0.00176000001374632,0.00264799990691245,0,0.012423999607563,0,0,0,0,0,0.00031999999191612,0,0,0,0,0.000555999984499067,0.00325200008228421,0,0,0,0,0
"50kmE405N270",0.000872000004164875,0.0774480029940605,0.0130920000374317,0.00383200007490814,0,0.00184000004082918,0.000967999978456646,0,0.000136000002385117,0,0.00200799992308021,0.100928001105785,0,0,0,0.00255200010724366,0,0.145247995853424,0,0.115932002663612,0.0324320010840893,0,0.38808399438858,0.0388519987463951,0.0597679987549782,0.0011680000461638,0.00049200002104044,0,0.00447600008919835,0,0,0,0,0,0.000628000008873641,0.00014000000373926,0,0,0,0.000747999991290271,0.00835600029677153,0,0,0,0,0
"50kmE410N270",0.0024439999833703,0.118759997189045,0.0253560002893209,0.00369199994020164,0.000600000028498471,0.00266400002874434,0.00243199989199638,0.0006520000169985,0,0.00140800001099706,0.00384799996390939,0.299820005893707,0,0,0.00896400026977062,0.0164000000804663,0,0.046764001250267,0,0.0852800011634827,0.0168120004236698,0,0.248447999358177,0.0134279998019338,0.0894439965486526,0.000144000005093403,0.00157199997920543,0,0.00218000006861985,0,0,0,0,0,0.000584000023081899,0,0,0,0,0.0056520001962781,0.00265199993737042,0,0,0,0,0
"50kmE415N270",0.000684000027831644,0.0785199999809265,0.012427999638021,0.000547999981790781,0,9.60000033956021e-05,0.00081200001295656,0,0,0,0.00161999999545515,0.183564007282257,0,0,0.000768000027164817,0.00580399995669723,0,0.17305600643158,0,0.0179800000041723,0.00659999996423721,0,0.109756000339985,0.174731999635696,0.215279996395111,0.00107200001366436,0,0,0.00692400010302663,0,0,0,0,0,0,0,0,0,0,0.00721599999815226,0.00254000001586974,0,0,0,0,0
