"cellcode","bio1","bio10","bio12","bio15","bio4"
"50kmE495N440",3.8220781300033,14.7467499199483,711.384149855907,33.180451488953,819.873487031701
"50kmE500N440",3.71357360732055,14.8476882324608,703.242880077059,33.5450955209502,836.7421576497
"50kmE505N440",3.6961488881727,14.997292942314,725.490654205604,33.0192233322591,851.627215597817
"50kmE510N440",3.74501210653756,15.2073365617432,729.85125100888,31.0840839386606,863.237610976599
"50kmE515N440",3.76334522458246,15.3550916166688,723.355083509,29.856218582779,872.017350413507
"50kmE520N440",3.79705691056906,15.5189756097562,696.091577235772,29.265707317073,883.070910569115
"50kmE525N440",3.87846178968007,15.8129163945134,697.578772044415,29.6589157413457,896.219970607442
"50kmE530N440",3.92763395051618,15.9015320334267,687.279682123543,29.1877928887434,902.21089628052
"50kmE535N440",3.91284727930305,15.1703353608417,721.69031727766,31.1347197106691,855.032812756867
"50kmE420N445",6.85424082959307,12.3590233709952,1573.96410772326,30.0792601764433,400.968936697105
"50kmE425N445",5.37869767441861,12.4068992248061,1782.7383875969,25.10992248062,532.807984496125
"50kmE430N445",5.33454728995186,13.3296086348811,1261.23752135425,22.5933995962106,609.705093958691
"50kmE435N445",4.19039653035937,12.6126394052045,1405.22208798018,20.7043215613383,632.845523543988
"50kmE440N445",1.89471645491168,10.7885962193988,1432.65387356677,24.3483576076851,650.533250697241
"50kmE445N445",2.05319429368894,11.3330206233524,972.771576988681,28.6458830826484,689.892200341142
"50kmE450N445",3.05330488750964,12.956578743212,783.937346780447,33.6377967416602,743.75475562452
"50kmE455N445",3.07273644975927,13.3281177201427,712.96227675105,36.6148780866596,773.742988041618
"50kmE460N445",2.82361629353234,13.3930348258705,756.192910447763,36.5988961442786,797.373942786077
"50kmE465N445",3.12410811652905,14.0722776133354,723.026826608505,34.1835799968843,828.815173703065
"50kmE470N445",3.44881435257408,14.1310764430577,808.672199687987,29.581887675507,801.339890795632
"50kmE475N445",4.57157475394449,14.0347836275588,665.846836431806,31.1560849867206,706.13482268395
"50kmE485N445",4.61212525506186,14.0204912886513,583.056380474025,29.6836446397739,698.532145660028
"50kmE490N445",4.22720264317178,15.009156702329,638.476321585903,31.8913782252989,809.492070484596
"50kmE495N445",3.99025871588574,15.0596387442816,633.095346269127,35.4220539517275,834.352784350842
"50kmE500N445",3.47076277892073,14.7048662763096,687.499351163159,34.501614179459,847.082418104138
"50kmE505N445",3.17800698191043,14.5589019358932,734.587305617264,33.0135195176136,856.705109489057
"50kmE510N445",3.46004617099185,15.0032399299475,714.229342461389,32.6676484636201,867.730202197102
"50kmE515N445",3.55881366757138,15.2743812869231,729.041992655276,31.5912501995848,883.333019319816
"50kmE520N445",3.58065447545713,15.4436156560795,697.490583894771,29.4978344562079,892.722617901828
"50kmE525N445",3.5747746297488,15.6449774629748,705.223921442369,28.7247585318743,905.897778493243
"50kmE530N445",3.61616602067167,15.769266795866,694.630684754522,29.4020187338502,912.807719638233
"50kmE535N445",3.51577409931835,15.5205615060047,736.916293411231,28.7119441739694,908.753229470949
"50kmE420N450",7.26510440481623,12.1501676573694,1072.09632677946,30.0925316262765,342.388721231522
"50kmE425N450",6.93661573720408,12.2532085561501,1151.63633307868,27.1269977081739,383.528800611152
"50kmE430N450",5.67257138540563,12.655877020698,1865.74947877322,26.6821725336154,529.105877020701
"50kmE435N450",5.16535992663929,13.7336466452696,1456.95413418921,24.0868103316521,647.410239951089
